"","X","short"
"4715",4745,"DECOLONIALIZATION"
"4716",4746,"DECOLONIALIZATION"
"4717",4747,"UNRWA, ACTIVITIES"
"4718",4748,"UNRWA, ACTIVITIES"
"4719",4749,"PALESTINIANS, ASSISTANCE"
"4720",4750,"DECOLONIALIZATION"
"4721",4751,"DECOLONIALIZATION"
"4722",4752,"DECOLONIALIZATION"
"4723",4753,"DECOLONIALIZATION"
"4724",4754,"UNRWA, ACTIVITIES"
"4725",4755,"UNRWA, ACTIVITIES"
"4726",4756,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4727",4757,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4728",4758,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4729",4759,"TERRITORIES OCCUPIES BY ISRAEL, HUMAN RIGHTS"
"4730",4760,"NON-SELF-GOVERNING TERRITORIES, REPORTS"
"4731",4761,"NON-SELF-GOVERNING TERRITORIES, ECONOMIC INTERESTS"
"4732",4762,"Situation of human rights in the Islamic Republic of Iran: r"
"4733",4763,"Situation of human rights in Belarus: resolution"
"4734",4764,"Situation of human rights in the Democratic People's Republi"
"4735",4765,"Extrajudicial, summary or arbitrari executions: resolution"
"4736",4766,"Human rights an unilateral coercive measures: resolution"
"4737",4767,"The right of development: resolution"
"4738",4768,"Promotion of equitable and mutually resprcted dialogue on hu"
"4739",4769,"Combating defamation of religions: resolution"
"4740",4770,"The right to food: resolution"
"4741",4771,"Respect for the right of universal freedom of travel and the"
"4742",4772,"Promotion of a democratic and equitable international order:"
"4743",4773,"Composition for the staff of the Office of the UN High Commi"
"4744",4774,"Globalization and its impact on the full enjoyment of all hu"
"4745",4775,"The human rights situation arising from the recent Israeli m"
"4746",4776,"The right of the palestine people to self-determination: res"
"4747",4777,"Use of mercenaries as a means of violating human rights and"
"4748",4778,"Global efforts for the total elemination of racism, racial d"
"4749",4779,"RACIAL DISCRIMINATION, ELIMINATION"
"4750",4780,"CHILDRENS RIGHTS"
"4751",4781,"Oceans and the law of the sea: resolution"
"4752",4782,"Protectoion of global climate for present and future generat"
"4753",4783,"Oil slick on Libanon shores: resolution"
"4754",4784,"International trade and development: resolution"
"4755",4785,"Permanent souvereignity of the Palestine people in the occup"
"4756",4786,"Working group on the Commission on Human rights"
"4757",4787,"Financing the United Nations Interim Force: resolution"
"4758",4788,"Situation on Human Rights in Myanmar: resolution"
"4759",4789,"Implementation of the Declaration on Granting of Indepencenc"
"4760",4790,"UN INTERIM FORCE IN LEBANON, FINANCING"
"4761",4791,"UN INTERIM FORCE IN LEBANON, FINANCING"
"4762",4792,"UN HUMAN RIGHTS COUNCIL, REPORTS"
"4763",4793,"CUBA, UNITED STATES"
"4764",4794,"NON-NUCLEAR-WEAPON STATES, SECURITY"
"4765",4795,"NUCLEAR NON-POLIFERATION"
"4766",4796,"ARMS RACE, OUTER SPACE"
"4767",4797,"LANDMINES, TREATIES (1997)"
"4768",4798,"NUCLEAR WEAPONS USE, ICJ OPINION"
"4769",4799,"CONVENTIONAL ARMS, REGIONAL PROGRAMMES"
"4770",4800,"NUCLEAR DISARMAMENT"
"4771",4801,"SMALL ARMS, ILLICIT TRAFFIC"
"4772",4802,"DISARMAMENT AGREEMENTS, ENVIRONMENT"
"4773",4803,"OUTER SPACE, CONFIDENCE-BUILDING"
"4774",4804,"NUCLEAR NON-POLIFERATION, INTERNATIONAL OBLIGATIONS"
"4775",4805,"NUCLEAR DISARMAMENT, TREATY COMPLIANCE"
"4776",4806,"ZONES OF PEACE, INDIAN OCEAN"
"4777",4807,"NUCLEAR-WEAPON-FREE-ZONES, SOUTHERN HEMISPHERE"
"4778",4808,"MULTILATERALISM, DISARMAMENT"
"4779",4809,"INFORMATION, INTERNATIONAL SECURITY"
"4780",4810,"DISARMAMENT, GENERAL AND COMPLETE"
"4781",4811,"DISARMAMENT, GENERAL AND COMPLETE"
"4782",4812,"DISARMAMENT, GENERAL AND COMPLETE"
"4783",4813,"DISARMAMENT-DEVELOPMENT LINK"
"4784",4814,"DISARMAMENT, UN GENERAL ASSEMBLY"
"4785",4815,"NUCLEAR WEAPON TEST, TREATY (1996)"
"4786",4816,"NUCLEAR WEAPONS USE, TREATY (DRAFT)"
"4787",4817,"NUCLEAR POLIFERATION, MIDDLE EAST"
"4788",4818,"MIDDLE EAST SITUATION, PALESTINE QUESTION"
"4789",4819,"PALESTINE QUESTION"
"4790",4820,"PALESTINE QUESTION"
"4791",4821,"PALESTINE QUESTION"
"4792",4822,"MIDDLE EAST SITUATION"
"4793",4823,"PALESTINE QUESTION"
"4794",4824,"DECOLONIZATION"
"4795",4825,"DECOLONIZATION"
"4796",4826,"NON-SELF-GOVERNING TERRITORIES, ECONOMIC INTERESTS"
"4797",4827,"NON-SELF-GOVERNING TERRITORIES, REPORTS"
"4798",4828,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4799",4829,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4800",4830,"UNRWA, ACTIVITIES, PALESTINE"
"4801",4831,"UNRWA, ACTIVITIES, PALESTINE"
"4802",4832,"DECOLONIZATION, UN-SYSTEM"
"4803",4833,"UNRWA, ACTIVITIES, PALESTINE"
"4804",4834,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4805",4835,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4806",4836,"UNRWA, ACTIVITIES, PALESTINE"
"4807",4837,"RACIAL DISCRIMINATION, ELIMINATION"
"4808",4838,"RACIAL DISCRIMINATION, PROGRAMME IMPLEMENTATIOM"
"4809",4839,"HUMAN RIGHTS ADVANCEMENT, SANCTIONS, INTERNATIONAL RELATIONS"
"4810",4840,"HUMAN RIGHTS ADVANCEMENT, CAPITAL PUNISHMENT"
"4811",4841,"HUMAN RIGHTS ADVANCEMENT"
"4812",4842,"HUMAN RIGHTS ADVANCEMENT, RELIGIOUS TOLERANCE"
"4813",4843,"HUMAN RIGHTS ADVANCEMENT, RIGHT TO FOOD"
"4814",4844,"HUMAN RIGHTS ADVANCEMENT, GLOBALIZATION"
"4815",4845,"HUMAN RIGHTS ADVANCEMENT, ELECTION VERIFICATION, UN"
"4816",4846,"HUMAN RIGHTS, REPORTS, BELARUS"
"4817",4847,"SELF-DETERMINATION OF PEOPLES, PALESTINIAN PEOPLE"
"4818",4848,"SELF-DETERMINATION OF PEOPLES"
"4819",4849,"HUMAN RIGHTS ADVANCEMENT, HUMAN RIGHTS DEVELOPMENT"
"4820",4850,"HUMAN RIGHTS ADVANCEMENT"
"4821",4851,"RIGHTS OF THE CHILD"
"4822",4852,"HUMAN RIGHTS, REPORTS, DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA"
"4823",4853,"HUMAN RIGHTS, REPORTS, IRAN (ISLAMIC REPUBLIC OF)"
"4824",4854,"INTERNATIONAL TRADE"
"4825",4855,"INTERNATIONAL TRADE"
"4826",4856,"TERRITPRIES OCCUPIED BY ISRAEL, NATURAL RESOURCES"
"4827",4857,"ENVIRONMENT, SUSTAINABLE DEVELOPMENT, CONFERENCES"
"4828",4858,"SUSTAINABLE DEVELOPMENT"
"4829",4859,"HUMAN RIGHTS, MYANMAR, REPORTS"
"4830",4860,"UN-BUDGET"
"4831",4861,"UN-BUDGET"
"4832",4862,"WOMAN'S ADVANCEMENT"
"4833",4863,"LAW OF THE SEA"
"4834",4864,"RACIAL DISCRIMINATION, PROGRAMME IMPLEMENTATION"
"4835",4865,"DISARMAMENT"
"4836",4866,"UN HUMAN RIGHTS COUNCIL, REPORTS"
"4837",4867,"AZERBAIJAN SITUATION"
"4838",4868,"ORGANIZATION FOR DEMOCRACY AND ECONOMIC DEVELOPMENT, GUAM"
"4839",4869,"MILLENIUM SUMMIT, FOLLOW UP"
"4840",4870,"KOSOVO, ICJ OPINION"
"4841",4871,"CUBA, UNITED STATES"
"4842",4872,"NUCLEAR-TEST-BAN-TREATY ORGANIZATION, UN"
"4843",4873,"MIDDLE EAST SITUATION"
"4844",4874,"MIDDLE EAST SITUATION"
"4845",4875,"PALESTINE QUESTION"
"4846",4876,"PALESTINE QUESTION"
"4847",4877,"PALESTINE QUESTION"
"4848",4878,"PALESTINE QUESTION"
"4849",4879,"ARMS TRANSFERS, TRANSPARENCY"
"4850",4880,"SMALL ARMS, ILLICIT TRAFFIC"
"4851",4881,"DISARMAMENT, GENERAL AND COMPLETE"
"4852",4882,"DISARMAMENT, GENERAL AND COMPLETE"
"4853",4883,"NUCLEAR POLIFERATION, MIDDLE EAST"
"4854",4884,"NUCLEAR WEAPON TESTS, TREATIES"
"4855",4885,"OUTER SPACE, CONFIDENCE BUILDING MEASURES"
"4856",4886,"NUCLEAR-WEAPONS-FREE-ZONES, SOUTHERN HEMISPHERE"
"4857",4887,"DISARMAMENT, GENERAL AND COMPLETE"
"4858",4888,"MULTILATERALISM, DISARMAMENT"
"4859",4889,"NUCLEAR-WEAPON-FREE ZONES, CENTRAL ASIA"
"4860",4890,"PEACE, CONVENTIONAL DISARMAMENT"
"4861",4891,"DISARMAMENT, GENERAL AND COMPLETE"
"4862",4892,"NUCLEAR DISARMAMENT, TREATY COMPLIANCE"
"4863",4893,"DEPLETED URANIUM"
"4864",4894,"NUCLEAR WEAPONS USE, ICJ OPINION"
"4865",4895,"NUCLEAR DISARMAMENT"
"4866",4896,"NUCLEAR NON-POLIFERATION"
"4867",4897,"CONVENTIONAL ARMS, REGIONAL PROGRAMMES"
"4868",4898,"DISARMAMENT, GENERAL AND COMPLETE"
"4869",4899,"DISARMAMENT, GENERAL AND COMPLETE"
"4870",4900,"ARMS RACE, OUTER SPACE"
"4871",4901,"NON-NUCLEAR-WEAPON STATES, SECURITY"
"4872",4902,"INFORMATION, INTERNATIONAL SECURITY"
"4873",4903,"ARMS LIMITATION, CONFERENCE ON DISARMAMENT"
"4874",4904,"NUCLEAR WEAPONS USE, TREATIES (DRAFT)"
"4875",4905,"UNRWA, ACTIVITIES, PALESTINE QUESTION"
"4876",4906,"NON-SELF-GOVERNING TERRITORIES, REPORT"
"4877",4907,"DECOLONIALIZATION"
"4878",4908,"DECOLONIALIZATION"
"4879",4909,"DECOLONIALIZATION, UN SYSTEM"
"4880",4910,"NON-SELF-GOVERNING TERRITORIES, ECONOMIC INTERESTS"
"4881",4911,"LAW OF THE SEA"
"4882",4912,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4883",4913,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4884",4914,"UNRWA, ACTIVITIES, PALESTINE QUESTION"
"4885",4915,"UNRWA, ACTIVITIES, PALESTINE QUESTION"
"4886",4916,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4887",4917,"UNRWA, ACTIVITIES, PALESTINE QUESTION"
"4888",4918,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4889",4919,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4890",4920,"HUMAN RIGHTS, REPORTS"
"4891",4921,"HUMAN RIGHTS ADVANCEMENT"
"4892",4922,"HUMAN RIGHTS ADVANCEMENT"
"4893",4923,"HUMAN RIGHTS ADVANCEMENT"
"4894",4924,"HUMAN RIGHTS ADVANCEMENT"
"4895",4925,"HUMAN RIGHTS ADVANCEMENT"
"4896",4926,"HUMAN RIGHTS ADVANCEMENT"
"4897",4927,"HUMAN RIGHTS, REPORTS"
"4898",4928,"HUMAN RIGHTS ADVANCEMENT"
"4899",4929,"HUMAN RIGHTS, TREATIES, IMPLEMENTATION"
"4900",4930,"SELF-DETERMINATION OF PEOPLES"
"4901",4931,"SELF-DETERMINATION OF PEOPLES"
"4902",4932,"RACIAL DISCRIMINATION, ELIMINATION"
"4903",4933,"UN HUMAN RIGHTS COUNCIL, REPORTS"
"4904",4934,"HUMAN RIGHTS ADVANCEMENT"
"4905",4935,"HUMAN RIGHTS ADVANCEMENT"
"4906",4936,"TERRITORIES OCCUPIED BY ISRAEL, NATURAL RESOURCES"
"4907",4937,"SUSTAINABLE DEVELOPMENT"
"4908",4938,"GLOBALIZATION"
"4909",4939,"DISARMAMENT, GENERAL AND COMPLETE"
"4910",4940,"HUMAN RIGHTS, REPORTS"
"4911",4941,"RACIAL DISCRIMINATION"
"4912",4942,"RIGHTS OF THE CHILD"
"4913",4943,"CUBA, UNITED STATES"
"4914",4944,"UN HUMAN RIGHTS COUNCIL, REPORTS"
"4915",4945,"PALESTINE QUESTION"
"4916",4946,"PALESTINE QUESTION"
"4917",4947,"PALESTINE QUESTION"
"4918",4948,"PALESTINE QUESTION"
"4919",4949,"MIDDLE EAST SITUATION"
"4920",4950,"MIDDLE EAST SITUATION"
"4921",4951,"ZONE OF PEACE, INDIAN OCEAN"
"4922",4952,"ARMS RACE, OUTER SPACE"
"4923",4953,"NUCLEAR NON-PROLIFERATION, INTERNATIONAL OBLIGATIONS"
"4924",4954,"MULTILATERALISM, DISARMAMENT"
"4925",4955,"NUCLEAR NON-PROLIFERATION"
"4926",4956,"NUCLEAR WEAPON FREE ZONE, SOUTH EAST ASIA"
"4927",4957,"CONVENTIONAL ARMS, REGIONAL PROGRAMMES"
"4928",4958,"NUCLEAR WEAPON FREE ZONE, SOUTHERN HEMISPHERE"
"4929",4959,"NUCLEAR WEAPONS, ELIMINATION"
"4930",4960,"ARMS TRANSFERS, INTERNATIONAL INSTRUMENTS"
"4931",4961,"SMALL ARMS, ILLICIT TRAFFIC"
"4932",4962,"DISARMAMENT, GENERAL AND COMPLETE"
"4933",4963,"NUCLEAR DISARMAMENT"
"4934",4964,"ARMS TRANSFERS, TRANSPARENCY"
"4935",4965,"NUCLEAR WEAPONS USE, ICJ OPINION"
"4936",4966,"DISARMAMENT, GENERAL AND COMPLETE"
"4937",4967,"NUCLEAR DISARMAMENT, TREATY COMPLIANCE"
"4938",4968,"NUCLEAR WEAPONS USE, TREATY (DRAFT)"
"4939",4969,"NUCLEAR POLIFERATION, MIDDLE EAST"
"4940",4970,"NUCLEAR WEAPON TESTS, TREATY"
"4941",4971,"NON-NUCLEAR-WEAPON STATES, SECURITY"
"4942",4972,"LAW OF THE SEA"
"4943",4973,"UNRWA, ACTIVITIES"
"4944",4974,"UNRWA, ACTIVITIES"
"4945",4975,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4946",4976,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4947",4977,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4948",4978,"NON SELF GOVERNING TERRITORIES, ECONOMIC INTERESTS"
"4949",4979,"DECOLONIZATION, UN SYSTEM"
"4950",4980,"DECOLONIZATION"
"4951",4981,"UNRWA, ACTIVITIES"
"4952",4982,"DECOLONIZATION"
"4953",4983,"UNRWA, ACTIVITIES"
"4954",4984,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4955",4985,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"4956",4986,"NON SELF GOVERNING TERRITORIES, REPORTS"
"4957",4987,"RACIAL DISCRIMINATION, ELIMINATION"
"4958",4988,"HUMAN RIGHTS ADVANCEMENT, GLOBALIZATION, HUMAN RIGHTS"
"4959",4989,"HUMAN RIGHTS ADVANCEMENT, SANCTIONS, INTERNATIONAL RELATIONS"
"4960",4990,"HUMAN RIGHTS ADVANCEMENT, RIGHT TO DEVELOPMENT"
"4961",4991,"HUMAN RIGHTS ADVANCEMENT"
"4962",4992,"HUMAN RIGHTS ADVANCEMENT"
"4963",4993,"HUMAN RIGHTS, REPORTS, DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA"
"4964",4994,"HUMAN RIGHTS, REPORTS, IRAN (ISLAMIC REPUBLIC OF)"
"4965",4995,"RACIAL DISCRIMINATION, PROGRAMME IMPLEMENTATION"
"4966",4996,"SELF-DETERMINATION OF PEOPLES"
"4967",4997,"SELF-DETERMINATION OF PEOPLES, MERCENARIES"
"4968",4998,"HUMAN RIGHTS, TREATIES, IMPLEMENTATION"
"4969",4999,"HUMAN RIGHTS ADVANCEMENT, RELIGIOUS INTOLERANCE"
"4970",5000,"HUMAN RIGHTS ADVANCEMENT"
"4971",5001,"SUSTAINABLE DEVELOPMENT"
"4972",5002,"TERRITORIES OCCUPIED BY ISRAEL, NATURAL RESOURCES"
"4973",5003,"INTERNATIONAL TRADE"
"4974",5004,"GLOBALIZATION, UN"
"4975",5005,"AGENDA 21, PROGRAMME IMPLEMENTATION"
"4976",5006,"INTERNATIONAL TRADE"
"4977",5007,"HUMAN RIGHTS, REPORTS, MYANMAR"
"4978",5008,"UN HUMAN RIGHTS COUNCIL, REPORTS"
"4979",5009,"UN INTERIM FORCE IN LEBANON, FINANCING"
"4980",5010,"UN CONFERENCES, FOLLOW-UP"
"4981",5011,"ORGANIZATION FOR DEMOCRACY AND ECONOMIC DEVELOPMENT, GUAM"
"4982",5012,"CUBA, UNITED STATES"
"4983",5013,"PALESTINE QUESTION"
"4984",5014,"PALESTINE QUESTION"
"4985",5015,"PALESTINE QUESTION"
"4986",5016,"PALESTINE QUESTION"
"4987",5017,"MIDDLE EAST SITUATION"
"4988",5018,"MIDDLE EAST SITUATION"
"4989",5019,"LAW OF THE SEA"
"4990",5020,"NON-NUCLEAR-WEAPON STATES, SECURITY"
"4991",5021,"ARMS RACE, OUTER SPACE"
"4992",5022,"CONVENTIONAL ARMS--REGIONAL PROGRAMMES"
"4993",5023,"DISARMAMENT, GENERAL AND COMPLETE"
"4994",5024,"NUCLEAR-WEAPON-FREE ZONE, CENTRAL ASIA"
"4995",5025,"CHEMICAL AND BIOLOGICAL WARFARE--TREATY (1925)"
"4996",5026,"DISARMAMENT"
"4997",5027,"OUTER SPACE, CONFIDENCE-BUILDING MEASURES"
"4998",5028,"DISARMAMENT, GENERAL AND COMPLETE"
"4999",5029,"DISARMAMENT, GENERAL AND COMPLETE"
"5000",5030,"ILLICIT TRAFFIC"
"5001",5031,"NUCLEAR WEAPONS USE, ICJ OPINION"
"5002",5032,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"5003",5033,"LEAR WEAPON TESTS, TREATY"
"5004",5034,"MULTILATERALISM, DISARMAMENT"
"5005",5035,"DEPLETED URANIUM"
"5006",5036,"NUCLEAR DISARMAMENT"
"5007",5037,"NUCLEAR-WEAPON, FREE ZONE, SOUTHERN HEMISPHERE"
"5008",5038,"NUCLEAR DISARMAMENT, TREATY COMPLIANCE"
"5009",5039,"NUCLEAR NON-PROLIFERATION"
"5010",5040,"FISSIONABLE MATERIALS, TREATY (PROPOSED)"
"5011",5041,"NUCLEAR WEAPONS USE, TREATY (DRAFT)"
"5012",5042,"NUCLEAR WEAPONS, ELIMINATION"
"5013",5043,"UNRWA--ACTIVITIES"
"5014",5044,"UNRWA--ACTIVITIES"
"5015",5045,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"5016",5046,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"5017",5047,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"5018",5048,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"5019",5049,"TERRITORIES OCCUPIED BY ISRAEL, HUMAN RIGHTS"
"5020",5050,"NON-SELF-GOVERNING TERRITORIES, ECONOMIC INTERESTS"
"5021",5051,"DECOLONIZATION, UN SYSTEM"
"5022",5052,"DECOLONIZATION"
"5023",5053,"DECOLONIZATION"
"5024",5054,"DECOLONIZATION"
"5025",5055,"DECOLONIZATION"
"5026",5056,"UNRWA, ACTIVITIES"
"5027",5057,"UNRWA, ACTIVITIES"
"5028",5058,"SUSTAINABLE DEVELOPMENT"
"5029",5059,"INTERNATIONAL TRADE"
"5030",5060,"SELF-DETERMINATION OF PEOPLES"
"5031",5061,"SELF-DETERMINATION OF PEOPLES"
"5032",5062,"RACIAL DISCRIMINATION, ELIMINATION"
"5033",5063,"HUMAN RIGHTS ADVANCEMENT"
"5034",5064,"HUMAN RIGHTS ADVANCEMENT"
"5035",5065,"HUMAN RIGHTS ADVANCEMENT"
"5036",5066,"HUMAN RIGHTS ADVANCEMENT"
"5037",5067,"HUMAN RIGHTS ADVANCEMENT"
"5038",5068,"HUMAN RIGHTS ADVANCEMENT"
"5039",5069,"HUMAN RIGHTS ADVANCEMENT"
"5040",5070,"HUMAN RIGHTS ADVANCEMENT"
"5041",5071,"HUMAN RIGHTS, DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA"
"5042",5072,"UN. HUMAN RIGHTS COUNCIL, REPORTS"
"5043",5073,"HUMAN RIGHTS--IRAN (ISLAMIC REPUBLIC OF)"
"5044",5074,"UNRWA--ACTIVITIES"
"5045",5075,"UN SYSTEM--STRENGTHENING"
"5046",5076,"UN CONFERENCES--FOLLOW-UP"
"5047",5077,"ORGANIZATION FOR DEMOCRACY AND ECONOMIC DEVELOPMENT--GUAM"
"5048",5078,"UN INTERIM FORCE IN LEBANON--FINANCING"
"5049",5079,"UN RESOLUTIONS--IMPLEMENTATION"
"5050",5080,"COUNTER-TERRORISM"
"5051",5081,"UN. HUMAN RIGHTS COUNCIL--REPORTS"
"5052",5082,"PALESTINE QUESTION"
"5053",5083,"RACIAL DISCRIMINATION--ELIMINATION"
"5054",5084,"RACIAL DISCRIMINATION--PROGRAMME IMPLEMENTATION"
"5055",5085,"SELF-DETERMINATION OF PEOPLES"
"5056",5086,"SELF-DETERMINATION OF PEOPLES"
"5057",5087,"PALESTINE QUESTION"
"5058",5088,"HUMAN RIGHTS ADVANCEMENT"
"5059",5089,"HUMAN RIGHTS ADVANCEMENT"
"5060",5090,"HUMAN RIGHTS ADVANCEMENT"
"5061",5091,"HUMAN RIGHTS ADVANCEMENTS"
"5062",5092,"HUMAN RIGHTS ADVANCEMENT"
"5063",5093,"PALESTINE QUESTION"
"5064",5094,"HUMAN RIGHTS ADVANCEMENT"
"5065",5095,"PALESTINE QUESTION"
"5066",5096,"HUMAN RIGHTS--REPORTS"
"5067",5097,"HUMAN RIGHTS--REPORTS"
"5068",5098,"HUMAN RIGHTS--REPORTS"
"5069",5099,"MIDDLE EAST SITUATION"
"5070",5100,"?Ã¡INTERNATIONAL TRADE"
"5071",5101,"MIDDLE EAST SITUATION"
"5072",5102,"SUSTAINABLE DEVELOPMENT"
"5073",5103,"SUSTAINABLE DEVELOPMENT"
"5074",5104,"CREDENTIALS COMMITTEE--REPORTS"
"5075",5105,"CONFERENCE ON DISARMAMENT--REPORTS"
"5076",5106,"ZONE OF PEACE--INDIAN OCEAN"
"5077",5107,"TERRITORIES OCCUPIED BY ISRAEL--NATURAL RESOURCES"
"5078",5108,"HUMAN RIGHTS--REPORTS"
"5079",5109,"LAW OF THE SEA"
"5080",5110,"NON-NUCLEAR-WEAPON STATES--SECURITY"
"5081",5111,"ARMS RACE--OUTER SPACE"
"5082",5112,"NUCLEAR NON-PROLIFERATION--INTERNATIONAL OBLIGATIONS"
